PROYECTO,TIPO DE PRODUCTO,SUBPRODUCTO,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,COLABORACION,DESCRIPCION,COLABORAC?N INTERNA,ALIADOS  SENECA,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,OTRAS INSTITUCIONES,TIPO DE RELACION,PROYECTO2,TIPO DE COMPROMISO,N£mero de autores,N£mero de autores S‚neca,N£mero de grupos involucrados,N£mero de grupos S‚neca involucrados,N£mero de InstitucIONes,N£mero de InstitucIONes S‚neca,DESCRIPCION PRODUCTO,ENLACE,Caso SSOFI,EstudIantes,Informe de reporte,titulo,Validado Colciencias,Autor 1,Inst Autor 1,Grupo Autor 1,Autor 2,Inst Autor 2,Grupo Autor 2,Autor 3,Inst Autor 3,Grupo Autor 3,Autor 4,Inst Autor 4,Grupo Autor 4,Autor 5,Inst Autor 5,Grupo Autor 5,Autor 6,Inst Autor 6,Grupo Autor 6,Autor 7,Inst Autor 7,Grupo Autor 7,Autor 8,Inst Autor 8,Grupo Autor 8,Autor 9,Inst Autor 9,Grupo Autor 9,Autor 10,Inst Autor 10,Grupo Autor 10,Autor 11,Inst Autor 11,Grupo Autor 11,Autor 12,Inst Autor 12,Grupo Autor 12,Autor 13,Inst Autor 13,Grupo Autor 13,Autor 14,Inst Autor 14,Grupo Autor 14,PublicacION,Factor impacto
PROY10,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,4,4,1,1,1,1,CONGRESO INTERNACIONAL DE GESTION INTEGRAL FRENTE AL CAMBIO CLIM?TICO,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1FB0QHARRTIRW7-GNMXIAH4T6SNXV_TZB/VIEW?USP=SHARING,,,4,"REDUCCION DE LAS EMISIONES DE CO, NOX Y MATERIAL PARTICULADO PARA COMBUSTIBLES L?QUIDOS Y GASEOSOS MEDIONTE COMBUSTION SIN LLAMA.",,OBANDO ARBELAEZ JULION ESTEBAN,UNIVERSIDAD DE ANTIOQUIA,GASURE,Y. LOPEZ,UNIVERSIDAD DE ANTIOQUIA,GASURE,ECHEVERRI URIBE CAMILO,UNIVERSIDAD DE ANTIOQUIA,GASURE,CADAVID SANCHEZ YONATAN,UNIVERSIDAD DE ANTIOQUIA,GASURE,ANDRES AMELL ARRIETA,UNIVERSIDAD DE ANTIOQUIA,GASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY10,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,4,4,1,1,1,1,HTTPS://DOI.ORG/10.1115/1.4047571,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1XTRSZ9FMAOA13E-I1WTHU3DU7OUHCSF1/VIEW?USP=SHARING,,,4,"NUMERICAL AND EXPERIMENTAL STUDY OF THE
EFFECT OF INJECTED CO2 FLOW ON THE STABILITY OF
FLAMELESS COMBUSTION",,MEJIA BOTERO CRISTION CAMILO,UNIVERSIDAD DE ANTIOQUIA,GASURE,ALEX M. GARCIA VERGARA,UNIVERSIDAD DE ANTIOQUIA,GASURE,OBANDO ARBELAEZ JULION ESTEBAN,UNIVERSIDAD DE ANTIOQUIA,GASURE,ANDRES AMELL ARRIETA,UNIVERSIDAD DE ANTIOQUIA,GASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOURNAL OF THERMAL SCIONCE AND ENGINEERING APPLICATIONS (EISSN: 1948-5093),1.1
PROY10,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,3,3,1,1,1,1,HTTPS://DOI.ORG/10.1016/J.FUEL.2020.118013,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1QLIONHE06FTFFIVEDOJW2IVLUL5J78HC/VIEW?USP=SHARING,,,4,COMBUSTION MODEL EVALUATION IN A CFD SIMULATION OF A RADIONT-TUBE BURNER,,ALEX M. GARCIA VERGARA,UNIVERSIDAD DE ANTIOQUIA,GASURE,RENDON ALVAREZ MILTON ALEJANDRO,UNIVERSIDAD DE ANTIOQUIA,GASURE,ANDRES AMELL ARRIETA,UNIVERSIDAD DE ANTIOQUIA,GASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FUEL (ISSN 0016-2361),5.6
PROY10,FORMACION_RH,JOVEN INVESTIGADOR,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,OSCAR FELIPE POSADA HENAO,,,,4,INGENIERIA MECANICA UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY10,FORMACION_RH,JOVEN INVESTIGADOR,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,HAROLD EMANUEL REBELLON QUINTERO,,,,4,INGENIERIA MECANICA UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY8,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROGRAMA,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,COLABORACION,P12,OBLIGATORIO,4,4,2,2,1,1,III CONFERENCIA INTERNACIONAL DE BIOCOMBUSTIBLES,HTTPS://DRIVE.GOOGLE.COM/FILE/D/17KYJRNYTKXQPDL0NESIUUDGEEUZ7E4TP/VIEW?USP=SHARING,,,4,"PROPIEDADES RELEVANTES Y EVALUACION DE LA CALIDAD DE DOS TIPOS DE COMBUSTIBLES
DIESEL MEZCLADOS CON BIOCOMBUSTIBLES DERIVADOS DEL ACEITE DE PALMA",,FERNANDO CARDE¤O,UNIVERSIDAD DE ANTIOQUIA,GIMEL,JAMES ALBERTO MARIN GOMEZ,UNIVERSIDAD DE ANTIOQUIA,GIMEL,LUIS ALBERTO RIOS,UNIVERSIDAD DE ANTIOQUIA,GIMEL,JOHN RAMIRO AGUDELO SANTAMARIA,UNIVERSIDAD DE ANTIOQUIA,GIMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY8,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE LA SABANA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,4,4,2,2,1,1,EVENTO SENECA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1BEZJTTE7MN9VY0Q5C44KEBCOXBFTGKGA/VIEW?USP=SHARING,,,4,"MODELING AND SIMULATION OF A FIXED
BED REACTOR FOR CO 2 CAPTURE THROUGH METHANATION",,SANTIAGO ORTIZ LAVERDE,UNIVERSIDAD DE LA SABANA,"LABORATORIO DE ENERGIA, MATERIALES Y AMBIONTE",CAMILO RENGIFO,UNIVERSIDAD DE LA SABANA,"DEPARTAMENTO DE MATEMATICAS, FISICA Y ESTADISTICA",MARTHA COBO,UNIVERSIDAD DE LA SABANA,"LABORATORIO DE ENERGIA, MATERIALES Y AMBIONTE",MANUEL FIGUEREDO,"UNIVERSIDAD DE LA
 SABANA","LABORATORIO DE ENERGIA, MATERIALES Y AMBIONTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY8,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,OTROS ACTORES,UNIVERSIDAD DE CASTILLA LA MANCHA,PROGRAMA,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,COLABORACION,P12,OBLIGATORIO,4,3,3,2,2,1,HTTPS://DOI.ORG/10.1016/J.RENENE.2020.06.079,HTTPS://DRIVE.GOOGLE.COM/FILE/D/14DAWT5NTCDJJA2S-PPVNLMOUTGDOB5YT/VIEW?USP=SHARING,,,4,"RECONSIDERATION OF REGULATED CONTAMINATION LIMITS TO IMPROVE FILTERABILITY OF BIODIESEL
AND BLENDS WITH DIESEL FUELS",,FERNANDO CARDE¤O,UNIVERSIDAD DE ANTIOQUIA,FACULTAD DE INGENIERIA,MAGIN LAPUERTA,UNIVERSIDAD DE CASTILLA LA MANCHA,,LUIS ALBERTO RIOS,UNIVERSIDAD DE ANTIOQUIA,GIMEL,JOHN RAMIRO AGUDELO SANTAMARIA,UNIVERSIDAD DE ANTIOQUIA,GIMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENEWABLE ENERGY (ISSN 0960-1481),6.3
PROY6,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,AURA ALEXANDRA RAMON VANEGAS,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1A7LU4XRV2GIBMQ1XLSJXEOEMSJVHBMQH/VIEW?USP=SHARING,,EN CURSO,4,UNIVERSIDAD DE ANTIOQUIA - DOCTORADO EN BIOTECNOLOGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY5,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,PROYECTO,UNIVERSIDAD DEL VALLE,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,JAZMIN ELIONA PAREDES,,,EN CURSO,4,MAESTRIAEN INGENIERIA  - UNIVALLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY5,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,PROYECTO,UNIVERSIDAD DEL VALLE,,,,,,,,,,,,,NINGUNA,,ADICIONAL,,,,,,,KAREN MARTINEZ,,,EN CURSO,4,DOCTORADO EN INGENIERIA - UNIVALLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY5,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,,UNIVERSIDAD DEL VALLE,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,MIGUEL ANGEL ROMAN ALZATE,,,EN CURSO,4,INGENIERIA UNIVALLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY4,APROPIACION,EVENTO CIONTIFICO,,,,,,,,,,,,,,,,,,ALIADOS DE S‚NECA,USP - PROFESOR ROBERTO TORRESI,PROYECTO,"UNIVERSIDAD DE ANTIOQUIA, UTCH",,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,EVENTO CIENTIFICO - CURSO DE ALMACENAMIONTO ELECTROQUIMICO DE ENERGIA,,,,4,ALMACENAMIONTO ELECTROQUIMICO DE ENERGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY3,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE PAMPLONA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,18TH INTERNATIONAL CONFERENCE ON RENEWABLE ENERGIES AND POWER QUALITY (ICREPQ?20),HTTPS://DRIVE.GOOGLE.COM/FILE/D/1UJB0MJ7-B51CL8XRAJN9ON06U_DYIK0-/VIEW?USP=SHARING,,,4,"STATISTICAL METHODOLOGIES FOR WIND RESOURCE ANALYSIS,
CASE: CATATUMBO REGION - NORTE DE SANTANDER, COLOMBIA",,LOPEZ RODRIGUEZ ANDRES FELIPE,UNIVERSIDAD DE PAMPLONA,GIMUP,J.C. SERRANO RICO,UNIVERSIDAD DE PAMPLONA,GIMUP,ELKIN GREGORIO FLOREZ SERRANO,UNIVERSIDAD DE PAMPLONA,GIMUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY2,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,7,7,1,1,1,1,"ONLINE INTERNATIONAL CONFERENCE ON HYBRID AND
ORGANIC PHOTOVOLTAICS",HTTPS://DRIVE.GOOGLE.COM/FILE/D/1MFYDWG7RPZNCFJ87GJKM3JQNJGRL5ZAJ/VIEW?USP=SHARING,,,4,"UNDERSTANDING PEROVSKITE INK DYNAMICS INSIDE A SLOT-DIE HEAD TOWARD HIGH
REPRODUCIBLE LAYERS.",,J. VELASQUEZ,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,ALEJANDRA FLOREZ VELASQUEZ,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,TIRADO JARAMILLO JUAN FELIPE,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,D. RAMIREZ,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,MONTOYA ARANGO JUAN FELIPE,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,BETANCUR LOPERA RAFAEL ANDRES,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,FRANKLIN JARAMILLO ISAZA,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,,,,,,,,,,,,,,,,,,,,,,,
PROY1,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,TECNOLOGICO DE ANTIOQUIA,NINGUNA,,OBLIGATORIO,5,4,2,1,2,1,HTTPS://DOI.ORG/10.1016/J.JKSUES.2020.04.011,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1R4L-RS9A0SANE8VYSZWU0S6-_3749WSS/VIEW?USP=SHARING,,,4,EXPERIMENTAL ANALYSIS ON THE PERFORMANCE OF A PICO-HYDRO TURGO TURBINE,,EDWIN GALLEGO,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,AINHOA RUBIO CLEMENTE,DEPARTAMENTO DE INGENIERIA MECANICA,,PINEDA AGUIRRE JUAN DAVID,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,LAURA ISABEL VELASQUEZ GARCIA,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,EDWIN LENIN CHICA ARRIETA,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOURNAL OF KING SAUD UNIVERSITY - ENGINEERING SCIENCES (ISSN1018-3639),4.01
PROY8,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE LA SABANA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,4,1,1,1,1,1,HTTPS://DOI.ORG/10.1016/J.JCLEPRO.2020.121457,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1FUMRRFQDV05AEWMQKD0HJXDSPBXMZKNN/VIEW?USP=SHARING,,,5,"TECHNO-ECONOMIC EVALUATION OF INDIRECT CARBONATION FOR CO2 EMISSIONS
CAPTURE IN CEMENT INDUSTRY: A SYSTEM DYNAMICS APPROACH",,LAURA PROA¤O,UNIVERSIDAD DE LA SABANA,"LABORATORIO DE ENERGIA, MATERIALES Y AMBIONTE",ALFONSO T. SARMIONTO,UNIVERSIDAD DE LA SABANA,GRUPO DE INVESTIGACION EN SISTEMAS LOGISTICOS,MANUEL FIGUEREDO,UNIVERSIDAD DE LA SABANA,"LABORATORIO DE ENERGIA, MATERIALES Y AMBIONTE",MARTHA COBO,UNIVERSIDAD DE LA SABANA,"LABORATORIO DE ENERGIA, MATERIALES Y AMBIONTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOURNAL OF CLEANER PRODUCTION,7.25
PROY12,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,UNIVERSIDAD PONTIFICIA BOLIVARIONA,NINGUNA,,OBLIGATORIO,6,1,2,1,2,1,HTTPS://DOI.ORG/10.1016/J.ENVPOL.2020.115034,HTTPS://DRIVE.GOOGLE.COM/FILE/D/17TQNT3MFAX4ZHX3GU6AHCK0CWHH1RNBA/VIEW?USP=SHARING,,,5,"IN VITRO EVALUATION OF THE CYTOTOXICITY, MUTAGENICITY AND DNA DAMAGE
INDUCED BY PARTICLE MATTER AND GASEOUS EMISSIONS FROM A MEDIUMDUTY
DIESEL VEHICLE UNDER REAL DRIVING CONDITIONS USING PALM OIL
BIODIESEL BLENDS",,MARIA LUISA BOTERO,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,CAROLINA MENDOZA,PONTIFICIA UNIVERSIDAD JAVERIONA,ESCUELA DE MEDICINA,SILVANA ARIAS ARIAS,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,OSCAR D. HINCAPIE,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,JOHN RAMIRO AGUDELO SANTAMARIA,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,ISABEL C. ORTIZ,UNIVERSIDAD DE ANTIOQUIA,ESCUELA AMBIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,ENVIRONMENTAL POLLUTION,8.07
PROY15,NUEVO_CONOCIMIONTO,ARTICULO B,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,UNIVERSIDAD INDUSTRIAL DE SANTANDER,NINGUNA,,ADICIONAL,3,1,2,1,2,1,HTTPS://DOI.ORG/10.19053/01211129.V29.N54.2020.10892,HTTPS://DRIVE.GOOGLE.COM/FILE/D/13IREYCQF1EKBCP_RIWHVEDTVL26ZUPLY/VIEW?USP=SHARING,,,5,"COMPARISON OF IN BATCH AEROBIC AND
ANAEROBIC PROCESSES FOR THE
DEGRADATION OF ORGANIC MATTER IN A
TROPICAL RESERVOIR",,JOHANNA ELVIRA RODRIGUEZ BALLESTEROS,UNIVERSIDAD INDUSTRIAL DE SANTANDER,,DIONA CATALINA RODRIGUEZ LOAIZA,UNIVERSIDAD DE ANTIOQUIA,,GUSTAVO ANTONIO PE¤UELA MESA,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REVISTA FACULTAD DE INGENIERIA,0.48
PROY8,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,3,1,1,1,1,1,X CONGRESO INTERNACIONAL DE MATERIALES,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1DFS9EYGA-VNFZVILMFBD3QUK9MVLX5ZX/VIEW?USP=SHARING,,,5,"EVALUACION Y CARACTERIZACION DE UN CATALIZADOR
COMERCIAL PARA LA REDUCCION DE OXIDOS DE
CARBONO",,JAMES ALBERTO MARIN GOMEZ,UNIVERSIDAD DE ANTIOQUIA,PROCESOS QUIMICOS INDUSTRIALES,PEREZ CABRERA WILLIAM ALFREDO,UNIVERSIDAD DE ANTIOQUIA,PROCESOS QUIMICOS INDUSTRIALES,L. A. RIOS,UNIVERSIDAD DE ANTIOQUIA,PROCESOS QUIMICOS INDUSTRIALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X CONGRESO INTERNACIONAL DE MATERIALES,
